period_ordered,book_id,nikh_period,level,sentence
4. Post-war Authoritarian,ta_m21,2nd National Curriculum (1963–1973),Middle School,Ⅱ.
5. Yushin,ta_m31,3rd National Curriculum (1973–1981),Middle School,"이리하여, 나⋅당 연합군에게 사비성이 함락되었다(660)."
6. Chun / Roh Transitional,ta_e51,5th National Curriculum (1987–1992),Elementary,강화도는 국방상으로도 중요한 구실을 하던 곳이다.
2. Colonial,ta_p42r,Japanese Colonial (1910–1945),,"이를
갑자사화(甲子士禍)라고 한다."
6. Chun / Roh Transitional,ta_h41,4th National Curriculum (1981–1987),High School,"혁명파는 이성계의 위화도 회군으로 정치적 실권을 장악하였고, 명과의 관계를 호전시켰다."
4. Post-war Authoritarian,ta_h11,1st National Curriculum (1954–1963),High School,"충렬왕 원년(1275)에서 첨의부(僉議府,
中書⋅門下⋅尙書 三省)와 밀직사(密直司, 樞密院) 등 양부(兩府)를 최고 행정 기관으로 삼고, 무반(武班)의 장군은 충렬왕
27년(1301)에 호군(護軍)이라 고치었다."
1. Late Chosŏn / Korean Empire,ta_p21r,Enlightenment & Daehan Empire (1895–1910),Public schools,"동성왕의
아들이다.】 재위는 22년이다."
4. Post-war Authoritarian,ta_h21,2nd National Curriculum (1963–1973),High School,"그 전래의 경로는, 명도전의 출토로 보아, 만주를 거쳐
압록강 중류를 통하여 청천강, 대동강 유역으로 번진 것이라 생각된다."
5. Yushin,ta_h31,3rd National Curriculum (1973–1981),High School,"그리하여, 그들은 서원, 향약, 유향소 등을 통해서 향촌 사회를 지배하고 불교, 도교, 민간 신앙 등 왕도 사상에
어긋나는 초기 문화를 비판하는 한편, 왕도 사상의 관념만 강조하는 역사를 서술하였다."
4. Post-war Authoritarian,ta_m21,2nd National Curriculum (1963–1973),Middle School,불교와 함께 학문과 공예가 중국에서 들어왔으니 구법승(求法僧)과 유학생들이 학문과 예술에 준 영향이 매우 컸다.
1. Late Chosŏn / Korean Empire,ta_p101r,Enlightenment & Daehan Empire (1895–1910),,이에 왕이 세 갈래로 병사들을 진군시켜 위나라 군대를 섬멸한 후 다시 환도성으로 되돌아갔다.
8. Democratic Consolidation,ta_m71,7th National Curriculum (2002–),Middle School,"왕위에 오르기 전부터 붕당 정치의 폐해를 직접 경험한 영조는, 즉위하자마자 붕당 대립의 완화와 왕권 강화를 가장 중요한 정치적 과제로
생각하고, 이를 위해 탕평책을 본격적으로 실시하였다."
6. Chun / Roh Transitional,ta_m51,5th National Curriculum (1987–1992),Middle School,"이들과는 달리, 현실 정치를 멀리하고 지방에 내려가 학문에 힘쓰며, 제자 양성에 주력한 학자들이 있었는데, 이들을 사림이라 하였다."
4. Post-war Authoritarian,ta_m21,2nd National Curriculum (1963–1973),Middle School,이 화랑도는 후에 3국을 통일하는 데 이바지함이 컸다.
4. Post-war Authoritarian,ta_h21,2nd National Curriculum (1963–1973),High School,"따라서, 정남에게 군포라 불리는 포 2필을 부담시키고 역을 면하여 주었다."
1. Late Chosŏn / Korean Empire,ta_p72r,Enlightenment & Daehan Empire (1895–1910),Elementary,○ 최충헌이 죽었다.
7. Early Democratic,ta_h61,6th National Curriculum (1995–2001),High School,"선종은 교종의 기성 사상 체계에 의존하지 않고, 스스로 사색하여 진리를 깨닫는 것을 중시하고, 개인적인 정신 세계를 찾는 경향이 강하였다."
8. Democratic Consolidation,ta_m71,7th National Curriculum (2002–),Middle School,"언론 활동

⋅ 독립신문은 한글로 간행된 최초의 신문으로 국민 계몽에 크게 공헌하였다."
1. Late Chosŏn / Korean Empire,ta_p82r,Enlightenment & Daehan Empire (1895–1910),,"이때에 서북의 적이 모두 한양[京城]에 모여들어 형세가 더욱 치열하고,
전라도 군사가 온다는 소식을 듣고 적이 좌익과 우익으로 나누어 나아갔다."
1. Late Chosŏn / Korean Empire,ta_p71r,Enlightenment & Daehan Empire (1895–1910),Elementary,이처럼 꺼리지 않고 바른 말을 하는 것이 이와 같았다.
8. Democratic Consolidation,ta_m71,7th National Curriculum (2002–),Middle School,"한편, 백제와 고구려의 유민들은 부흥 운동을 치열하게 전개하였다."
1. Late Chosŏn / Korean Empire,ta_p71r,Enlightenment & Daehan Empire (1895–1910),Elementary,"그 배움이 우수한 자는 교사(敎師)가 되어 경사(經史)를 가르쳤으며, 간혹 정해진 시간 내에 시
짓기[刻燭賦詩]를 해서 그 등수를 게시하기도 하였다."
4. Post-war Authoritarian,ta_h11,1st National Curriculum (1954–1963),High School,"도기(陶器)에는 큰 항아리에서 식기(食器) 또는 일상 쓰는 그릇이 있는데, 대개는 주칠(朱漆)을 하였으나, 특히 녹유(綠紬) 또는
황갈유(黃褐紬)도 있다."
7. Early Democratic,ta_h61,6th National Curriculum (1995–2001),High School,"27) 로마 제정의 시작  
(B.C."
7. Early Democratic,ta_e61,6th National Curriculum (1995–2001),Elementary,선생은 당시의 세계 사정을 잘 알고 있었기 때문에 나라 걱정을 많이 하였다.
5. Yushin,ta_e32,3rd National Curriculum (1973–1981),Elementary,"〈통일 신라의 문화〉

통일 신라는 정치 생활이 자리잡히고 경제 활동도 활발해지자, 차차 풍부한 생활을 누리게 되고, 문화도 크게 발달하게 되었다."
6. Chun / Roh Transitional,ta_h52,5th National Curriculum (1987–1992),High School,"한편, 일제 말에 가장 큰 시련을 겪었던 크리스트 교계는 광복 이후 교세가 크게 확장되어 비약적인 발전을 보였다."
1. Late Chosŏn / Korean Empire,ta_p72r,Enlightenment & Daehan Empire (1895–1910),Elementary,"봄 정월에 우리 태조(太祖)를 삼군 도총제사(三軍都摠制使)에 임명하고, 배극렴(裵克廉)1), 조준(趙浚), 정도전(鄭道傳)2)은 중좌우군
총제사(中左右軍摠制使)에 임명하였다."
6. Chun / Roh Transitional,ta_m51,5th National Curriculum (1987–1992),Middle School,"초기에는 돌무덤이 발달하였는데,
그 대표적인 것이 장군총이다."
6. Chun / Roh Transitional,ta_m52,5th National Curriculum (1987–1992),Middle School,그리고 전보 총국도 설치되어 전보를 취급하게 되었다.
7. Early Democratic,ta_h62,6th National Curriculum (1995–2001),High School,갑오개혁과 을미개혁은 근대화 운동에서 어떠한 의미를 지니는가?
4. Post-war Authoritarian,ta_m21,2nd National Curriculum (1963–1973),Middle School,근대 자연 과학의 발달에 공이 큰 과학자는 누구인가?
6. Chun / Roh Transitional,ta_e41,4th National Curriculum (1981–1987),Elementary,"우리가 서로 동족임을 느끼는 것은 서로
같은 생활 모습을 가지고 있기 때문이다."
3. U.S. Military Government,ta_p51r,US Military Govt & Syllabus Period (1945–1954),,"당대 건축의 유물로서 남아 있는 것은 두셋 정도의 목조건물 이외에
석탑 따위뿐 아니라 【부석사의 무량수전】 특히 영주 부석사의 무량수전은 고려 중기, 말기 무렵의 것으로서 우리나라의 목조건물 중 가장 오랜
것이다."
6. Chun / Roh Transitional,ta_e41,4th National Curriculum (1981–1987),Elementary,"고려 시대에 만든 팔만대장경은 박달나무를 베어서 물에 담갔다가 쪄서 말린 다음, 한 자씩 판에 새긴 것으로, 그 정성이 어떠하였는지를 짐작할
수 있다."
8. Democratic Consolidation,ta_m71,7th National Curriculum (2002–),Middle School,"7⋅4 남북 공동 성명(1972)

 북한의 변화

6⋅25 전쟁이 끝난 후 김일성은 패전의 책임을 돌리고 자신의 권력 기반을 강화시키기 위해 정적들을 제거하기 시작하였다."
1. Late Chosŏn / Korean Empire,ta_p82r,Enlightenment & Daehan Empire (1895–1910),,"병부 상서(兵部尙書) 석성(石星)이 홀로 구원을 주장하여 부총병 조승훈에게 요동(遼東)
군사 5천을 거느리고 곽몽징(郭夢徵), 대조변(戴朝弁), 사유(史儒) 등과 함께 조선을 구하게 하였다."
3. U.S. Military Government,ta_p51r,US Military Govt & Syllabus Period (1945–1954),,"그는 당시 【수 양제가
대운하를 판 것도 고구려 원정 준비의 하나임】 유일의 강적인 고구려를 쳐서 그들의 불안을 없애는 동시에 그의 정복욕을 채우고 숙원을 풀기
위해 모든 국력을 기울여 원정 준비를 하였다."
7. Early Democratic,ta_h62,6th National Curriculum (1995–2001),High School,"특히, 만주에까지 확산되어 이 지역의 민족 학교 학생들도 참가하였고, 일본에 유학한 한국 학생들도 궐기하였다."
7. Early Democratic,ta_m62,6th National Curriculum (1995–2001),Middle School,"이 때 미국에 있던 전명운, 장인환은 이에 격분하여 샌프란시스코에서 그를 사살하였다."
5. Yushin,ta_m31,3rd National Curriculum (1973–1981),Middle School,"음악과 오락 생활

음악도 세종 때에 큰 발전을 보였다."
8. Democratic Consolidation,ta_h71,7th National Curriculum (2002–),High School,"조선 중기까지도 혼인 후에 남자가 여자집에서 생활하는 경우가 있었으며, 아들과 딸이 부모의 재산을 똑같이 상속받는 경우가 많았다."
2. Colonial,ta_p41r,Japanese Colonial (1910–1945),,따라서 이 시대 신라의 국경은 대체로 대동강부터 영흥만을 관통하는 선상에 있었을 것으로 인정된다.
8. Democratic Consolidation,ta_m71,7th National Curriculum (2002–),Middle School,"미⋅소 공동 위원회

모스크바 3국 외상회의의 결정에 따라, 한국의 임시 민주 정부 수립을 논의하기 위해 1946년 3월에 서울 덕수궁에서 제1차 미⋅소 공동
위원회가 개최되었다."
4. Post-war Authoritarian,ta_m11,1st National Curriculum (1954–1963),Middle School,Willson.
5. Yushin,ta_h32,3rd National Curriculum (1973–1981),High School,"기원전 6세기에 소 아시아의 이오니아 지방에서 우주의 근원과 자연의 이치에 대한 종래의 신화적
설명에 만족하지 않고 이를 합리적으로 탐구하려는 움직임이 일어나, 탈레스에서 데모크리투스에 이르는 자연 철학자들을 배출하였다."
7. Early Democratic,ta_e61,6th National Curriculum (1995–2001),Elementary,"일본인 외교관과 상인들은 부산, 인천, 원산을 통하여 우리 나라에 드나들게 되고, 서울에는 일본 공사관이
설치되었다."
2. Colonial,ta_p42r,Japanese Colonial (1910–1945),,"시험 삼아 병합 당시의 학교들을 예로 든다면, 성균관
【경학원(經學院)의 전신(前身)】 1, 법학교(法學校) 【경성법학전문학교(京城法學專門學校)의 전신】 1, 대한의원의학교(大韓醫院醫學校)
【경성의학전문학교의 전신】 1, 공업전습소(工業傳習所) 【경성고등공업학교(京城高等工業學校)의 전신】 1, 수원농림학교(水原農林學校)
【수원고등농림학교의 전신】 1, 외국어학교 【병합과 동시에 폐교됨】 1, 사범학교(師範學校) 【병합과 동시에 폐교됨】 1, 고등학교
【고등보통학교라고 함】 2, 고등여학교(高等女學校) 【여자고등보통학교라고 함】 1, 실업학교(實業學校) 15, 실업보습학교(實業補習學校)
4, 보통학교 101개 외에 2천여 개의 사립(私立) 각종 학교들이다."
7. Early Democratic,ta_e61,6th National Curriculum (1995–2001),Elementary,"선사 시대 움집 모형(서울 암사동)  

이 시대를 역사가 쓰여지기 이전의 시대라고 하여 선사 시대라고 한다."
7. Early Democratic,ta_h62,6th National Curriculum (1995–2001),High School,"만민 공동회에서 시전 상인이 회장에 선출되고, 관민 공동회에서 천인 출신인 백정이 연사로 나섰다는 사실은, 새로운 평등 사회의 출현을 알려
주는 현상이었다."
1. Late Chosŏn / Korean Empire,ta_p21r,Enlightenment & Daehan Empire (1895–1910),Public schools,"기원전 841년 신미

【신라 진흥왕 11년 ○ 고구려 양원왕 6년 ○ 백제 성왕 28년】

신라가 연호를 개국(開國)으로 고쳤다."
8. Democratic Consolidation,ta_h71,7th National Curriculum (2002–),High School,"구석기 시대 유적 발굴 모습과 주먹도끼(경기 연천 전곡리)

신석기 시대의 치레걸이(경남 통영 연대도)

 [1] 선사 시대의 세계

   인류의 기원
   신석기 문화와 청동기 문명의 탄생

 인류의 기원

우리가 살고 있는 지구상에 인류가 처음으로 출현한 것은 지금부터 약 300만∼350만 년 전으로 알려져 있다."
7. Early Democratic,ta_h61,6th National Curriculum (1995–2001),High School,2\.
